Dataset 86
Run 0
57000,left,49999,fit,7469,lates,515,expired,52,imbalance,82
58000,left,49999,fit,7517,lates,492,expired,52,imbalance,98
59000,left,49999,fit,7509,lates,527,expired,53,imbalance,88
60000,left,49999,fit,7481,lates,527,expired,48,imbalance,90
61000,left,49999,fit,7590,lates,517,expired,51,imbalance,109
62000,left,49999,fit,7460,lates,516,expired,48,imbalance,91
63000,left,49999,fit,7507,lates,528,expired,53,imbalance,88
64000,left,49999,fit,7621,lates,545,expired,57,imbalance,100
65000,left,49999,fit,7455,lates,538,expired,51,imbalance,79
66000,left,49999,fit,7466,lates,541,expired,47,imbalance,91
67000,left,49999,fit,7470,lates,549,expired,47,imbalance,89
68000,left,49999,fit,7446,lates,545,expired,52,imbalance,75
69000,left,49999,fit,7480,lates,531,expired,52,imbalance,84
70000,left,49999,fit,7541,lates,554,expired,54,imbalance,87
71000,left,49999,fit,7491,lates,549,expired,51,imbalance,84
72000,left,49999,fit,7445,lates,560,expired,53,imbalance,71
73000,left,49999,fit,7414,lates,539,expired,55,imbalance,65
74000,left,49999,fit,7430,lates,561,expired,50,imbalance,75
75000,left,49999,fit,7506,lates,551,expired,51,imbalance,89
76000,left,49999,fit,7460,lates,578,expired,50,imbalance,74
77000,left,49999,fit,7557,lates,581,expired,53,imbalance,88
78000,left,49999,fit,7491,lates,585,expired,49,imbalance,85
79000,left,49999,fit,7415,lates,578,expired,48,imbalance,69
80000,left,49999,fit,7427,lates,556,expired,51,imbalance,74
81000,left,49999,fit,7464,lates,560,expired,54,imbalance,71
82000,left,49999,fit,7426,lates,569,expired,51,imbalance,67
83000,left,49999,fit,7459,lates,563,expired,53,imbalance,72
84000,left,49999,fit,7440,lates,559,expired,57,imbalance,61
85000,left,49999,fit,7447,lates,576,expired,54,imbalance,65
86000,left,49999,fit,7500,lates,586,expired,56,imbalance,69
87000,left,49999,fit,7493,lates,570,expired,55,imbalance,74
88000,left,49999,fit,7376,lates,580,expired,53,imbalance,52
89000,left,49999,fit,7438,lates,575,expired,49,imbalance,74
90000,left,49999,fit,7548,lates,571,expired,56,imbalance,84
91000,left,49999,fit,7382,lates,569,expired,51,imbalance,63
92000,left,49999,fit,7461,lates,589,expired,52,imbalance,68
93000,left,49999,fit,7462,lates,582,expired,52,imbalance,72
94000,left,49999,fit,7457,lates,577,expired,55,imbalance,66
95000,left,49999,fit,7423,lates,575,expired,52,imbalance,62
96000,left,49999,fit,7466,lates,581,expired,55,imbalance,67
97000,left,49999,fit,7455,lates,604,expired,53,imbalance,63
98000,left,49999,fit,7469,lates,602,expired,52,imbalance,67
99000,left,49999,fit,7449,lates,601,expired,54,imbalance,61
100000,left,49999,fit,7430,lates,594,expired,52,imbalance,62
101000,left,49999,fit,7445,lates,591,expired,55,imbalance,62
102000,left,49999,fit,7564,lates,625,expired,61,imbalance,67
103000,left,49999,fit,7461,lates,587,expired,56,imbalance,64
104000,left,49999,fit,7417,lates,595,expired,53,imbalance,59
105000,left,49999,fit,7501,lates,587,expired,57,imbalance,70
106000,left,49999,fit,7442,lates,590,expired,54,imbalance,63
107000,left,49999,fit,7505,lates,600,expired,53,imbalance,78
108000,left,49999,fit,7444,lates,598,expired,54,imbalance,63
109000,left,49999,fit,7527,lates,591,expired,53,imbalance,83
110000,left,49999,fit,7436,lates,603,expired,51,imbalance,67
111000,left,49999,fit,7575,lates,607,expired,52,imbalance,92
112000,left,49999,fit,7507,lates,602,expired,51,imbalance,82
113000,left,49999,fit,7496,lates,594,expired,50,imbalance,84
114000,left,49999,fit,7450,lates,609,expired,50,imbalance,70
115000,left,49999,fit,7492,lates,599,expired,51,imbalance,79
116000,left,49999,fit,7500,lates,590,expired,48,imbalance,86
117000,left,49999,fit,7429,lates,605,expired,49,imbalance,68
118000,left,49999,fit,7418,lates,592,expired,48,imbalance,71
119000,left,49999,fit,7525,lates,604,expired,48,imbalance,90
120000,left,49999,fit,7448,lates,606,expired,46,imbalance,77
121000,left,49999,fit,7427,lates,604,expired,47,imbalance,73
122000,left,49999,fit,7494,lates,620,expired,50,imbalance,79
123000,left,49999,fit,7472,lates,623,expired,49,imbalance,73
124000,left,49999,fit,7444,lates,620,expired,48,imbalance,67
125000,left,49999,fit,7415,lates,602,expired,47,imbalance,71
126000,left,49999,fit,7508,lates,605,expired,54,imbalance,72
127000,left,49999,fit,7460,lates,622,expired,50,imbalance,67
128000,left,49999,fit,7494,lates,624,expired,47,imbalance,83
129000,left,49999,fit,7474,lates,623,expired,51,imbalance,67
130000,left,49999,fit,7503,lates,620,expired,47,imbalance,82
131000,left,49999,fit,7512,lates,623,expired,50,imbalance,79
132000,left,49999,fit,7474,lates,626,expired,51,imbalance,67
133000,left,49999,fit,7461,lates,627,expired,51,imbalance,66
134000,left,49999,fit,7433,lates,617,expired,51,imbalance,63
135000,left,49999,fit,7419,lates,614,expired,49,imbalance,63
136000,left,49999,fit,7458,lates,633,expired,47,imbalance,71
137000,left,49999,fit,7504,lates,636,expired,52,imbalance,72
138000,left,49999,fit,7408,lates,629,expired,46,imbalance,65
139000,left,49999,fit,7383,lates,639,expired,45,imbalance,60
140000,left,49999,fit,7337,lates,631,expired,42,imbalance,59
141000,left,49999,fit,7364,lates,631,expired,41,imbalance,67
142000,left,49999,fit,7361,lates,635,expired,48,imbalance,51
143000,left,49999,fit,7402,lates,646,expired,44,imbalance,65
144000,left,49999,fit,7435,lates,639,expired,45,imbalance,71
145000,left,49999,fit,7436,lates,647,expired,43,imbalance,73
146000,left,49999,fit,7372,lates,641,expired,41,imbalance,66
147000,left,49999,fit,7347,lates,635,expired,44,imbalance,58
148000,left,49999,fit,7442,lates,641,expired,46,imbalance,70
149000,left,49999,fit,7356,lates,659,expired,45,imbalance,53
150000,left,49999,fit,7495,lates,648,expired,48,imbalance,77
151000,left,49999,fit,7397,lates,658,expired,49,imbalance,54
152000,left,49999,fit,7403,lates,655,expired,45,imbalance,62
153000,left,49999,fit,7359,lates,652,expired,44,imbalance,54
154000,left,49999,fit,7397,lates,654,expired,47,imbalance,57
155000,left,49999,fit,7451,lates,656,expired,51,imbalance,57
156000,left,49999,fit,7504,lates,661,expired,51,imbalance,69
157000,left,49999,fit,7364,lates,661,expired,42,imbalance,59
158000,left,49999,fit,7390,lates,646,expired,45,imbalance,57
159000,left,49999,fit,7372,lates,657,expired,45,imbalance,56
160000,left,49999,fit,7394,lates,654,expired,46,imbalance,56
161000,left,49999,fit,7401,lates,663,expired,46,imbalance,58
162000,left,49999,fit,7441,lates,664,expired,44,imbalance,68
163000,left,49999,fit,7417,lates,676,expired,45,imbalance,60
164000,left,49999,fit,7440,lates,665,expired,46,imbalance,66
165000,left,49999,fit,7403,lates,652,expired,46,imbalance,60
166000,left,49999,fit,7409,lates,687,expired,41,imbalance,63
167000,left,49999,fit,7433,lates,659,expired,46,imbalance,64
168000,left,49999,fit,7447,lates,670,expired,43,imbalance,70
169000,left,49999,fit,7409,lates,652,expired,45,imbalance,62
170000,left,49999,fit,7433,lates,688,expired,45,imbalance,59
171000,left,49999,fit,7411,lates,670,expired,45,imbalance,60
172000,left,49999,fit,7462,lates,670,expired,50,imbalance,59
173000,left,49999,fit,7406,lates,661,expired,47,imbalance,55
174000,left,49999,fit,7409,lates,665,expired,47,imbalance,56
175000,left,49999,fit,7415,lates,681,expired,46,imbalance,56
176000,left,49999,fit,7410,lates,679,expired,47,imbalance,54
177000,left,49999,fit,7392,lates,672,expired,44,imbalance,59
178000,left,49999,fit,7413,lates,673,expired,45,imbalance,61
179000,left,49999,fit,7448,lates,676,expired,50,imbalance,58
180000,left,49999,fit,7423,lates,677,expired,45,imbalance,61
181000,left,49999,fit,7377,lates,687,expired,48,imbalance,45
